Tên,Mô tả,Mức giá,Diện tích,Loại tin đăng,Địa chỉ,Mặt tiền,Đường vào,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Nội thất,Pháp lý,Tên dự án,Chủ đầu tư,Quy mô,Ngày đăng,Ngày hết hạn,Mã tin,Phòng ngủ,Hướng nhà,Loại tin,url,Tỉnh,Quận/Huyện
"Cần tiền bán căn hộ thiết kế 2PN, 2WC nhà đã sửa sang đẹp LH: 0945266555","Tôi có căn hộ HH Linh Đàm cần bán diện tích 63m2 thiết kế 2PN, 2WC phòng khách và bếp rộng rãi.Nội thất trong nhà gồm có sàn gỗ, trần thạch cao, kệ bếp, tủ bếp, nóng lạnh, điều hòa, bàn ghế sofa, ban công chủ nhà đã thiết kế kiểu nhật, phòng master đã thiết kế WC phong cách hiện đại châu âu.Pháp lý căn hộ HĐ mua bán chủ đầu tư.Ngân hàng hỗ trợ vay vốn 70% giá trị căn hộ.Giá bán 1 tỷ 250tr đã bao gồm hết chi phí giấy tờ sang tên cho người mua.Anh chị nào thật sự có nhu cầu vui lòng LH Mr. Chiến 0945266555 để em dẫn đi xem nhà miễn phí.",1250.0,63.0,Bán căn hộ chung cư,"Dự án KĐT Linh Đàm, Đường Linh Đường, Phường Đại Kim, Hoàng Mai, Hà Nội",,,,-1,2,2,,Hợp đồng mua bán.,Khu đô thị mới Linh Đàm,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Gồm 3 dự án thành phần: Khu nhà ở bán đảo Linh Đàm, Khu nhà ở Bắc Linh Đàm và Khu nhà ở Linh Đàm",06/11/2021,13/11/2021,31319035,2 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-linh-duong-phuong-dai-kim-prj-khu-do-thi-moi-linh-dam/-tien-ban-thiet-ke-2pn-2wc-nha-da-sua-sang-dep-lh-0945266555-pr31319035,Hà Nội,Quận Hoàn Kiếm
"Cần bán nhanh CH Marina Tower 2PN Bình Dương, view Landmark 81, nhà mới 100% LH 0902598901","Thông tin căn hộ: Marina.Diện tích: 62m2 2PN 2WC.Giá: 1.6 tỷ. View Landmark 81 cực đẹp.Cách chợ đầu mối nông sản Thủ Đức 3km.Cách làng đại học, KCX Linh Trung 2, KCN VSIP, nhà máy Tân Hiệp Phát chỉ 5km.2 phút để đến: Bệnh viện Quốc tế Hạnh Phúc.8 phút để đến: Siêu thị Lotte Mart, Aeon Mall Canary Bình Dương.25 phút để đến: Trung tâm TP. HCM và Bình Dương.Đặc biệt, dự án liền kề với các khu dân cư Vĩnh Phú 1, Bình Chiểu 2 sẽ hình thành trong tương lai.- Tiện ích nội khu nhà trẻ, khu vui chơi, hồ bơi, cafe, công viên, BBQ ngoài trời, shophouse.- Hệ thống thẻ từ thang máy, camera an ninh 24/24, sảnh chờ đón khách, hành lang rộng.- Nhà mới 100%, thiết kế kiến trúc Singapore cực kỳ thông thoáng, khuôn viên nhiều mảng xanh.- Tiêu điểm kết nối theo quy tắc 5 phút đến trường học.- Bệnh viện Quốc tế Hạnh Phúc, chợ đầu mối Thủ Đức, trung tâm thương mại Lotte, Aeon Mall, khu du lịch sinh thái.Được ngân hàng VietinBank bảo lãnh toàn bộ dự án nên khách hàng hoàn toàn yên tâm về dự án.Quan tâm vui lòng liên hệ 0902598901 để hẹn xem nhà.",1600.0,62.0,Bán căn hộ chung cư,"Dự án Marina Tower, Phường Vĩnh Phú, Thuận An, Bình Dương",,,,-1,2,2,,,Marina Tower,Công ty CP Đầu tư LDG,18 tầng cao và 1 khối đế 1 tầng,06/11/2021,13/11/2021,27762041,2 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-phuong-vinh-phu-prj-marina-tower/-von-dau-tu-lam-an-nen-ban-gap-co-full-nt-bot-manh-cho-nguoi-thien-chi-0965216013-pr27762041,Bình Dương,Thành phố Dĩ An
"Bán đất thổ cư mặt tiền đường rộng 12m gần trường, chợ cách đường tỉnh chỉ 3 phút, LH 0911221800",Lô đất thổ đẹp thuộc huyện công nghiệp Đồng Phú.- Mặt tiền đường bê tông.- Từ lô đất ra con đường giao thương huyết mạch chỉ 3 phút.- Gần trường và gần chợ.LH 0911 22 1800 Tùng để em thông tin thêm về tiềm năng sinh lời của lô đất.,385.0,300.0,Bán đất,"Đường 14, Đồng Phú, Bình Phước",5.0,12.0,,-1,-1,-1,,Sổ đỏ/ Sổ hồng.,,,,06/11/2021,13/11/2021,31319034,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-duong-14-1-168/ban-tho-cu-mat-tien-rong-12m-gan-truong-cho-cach-tinh-chi-3-phut-lh-0911221800-pr31319034,Bình Phước,Huyện Đồng Phú
"Covid, cần bán gấp nhà phố Khai Sơn 76m2 (lô góc) hướng Tây Nam, sổ đỏ trao tay, LH: 0989386638","Covid, cần bán gấp nhà phố Khai Sơn 76m2 (lô góc) hướng Tây Nam, sổ đỏ trao tay. LH: 0989386638.Cần tiền nên bán gấp căn Nhà phố Khai Sơn, diện tích đất 76m2 (lô góc), hướng Tây Nam view trực tiếp công viên, mặt tiền rộng 5.5m, đường trước mặt rộng 13.5m, xây 5.5 tầng, sân vườn rộng 9m2. Sổ đỏ chính chủ (sở hữu vĩnh viễn). Ai quan tâm vui lòng liên hệ trực tiếp với tôi (Mr. Dũng) để đàm phán giá: 0989386638 (miễn môi giới).",,76.0,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Khai Sơn City, Đường Lý Sơn, Phường Gia Thụy, Long Biên, Hà Nội",5.5,13.5,Tây-Nam,5,4,6,,,Khai Sơn City,,"310 lô nhà ở thấp tầng, 1500 căn hộ chung cư",06/11/2021,13/11/2021,30598648,4 PN,Tây-Nam,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-duong-ly-son-phuong-gia-thuy-prj-khai-son-city/chinh-chu-can-ban-cat-lo-pho-76m2-tay-nam-lo-goc-lh-0989386638-pr30598648,Hà Nội,Quận Long Biên
"Vợ chồng cô hai cần bán lô đất Củ Chi, MT đường nhựa, liền kề KCN, sổ hồng riêng","Cô hai bán miếng đất Củ Chi, MT đường nhựa, đủ mọi tiện ích, gần nhà văn hóa xã, liền kề khu công nghiệp, dân cư, nhà máy. Tiện phân lô hoặc làm nhà xưởng, kho..* Mặt tiền đường nhựa 12m 40m x 101m = 4040m2 (1000m2 thổ cư) giá 4 tỷ, liền kề khu công nghiệp Bàu Trăn 50ha, gần trung tâm hành chính và trường học..- Nằm sát cụm khu công nghiệp với lượng công nhân lao động lớn,.. Tiện ích xung quanh đầy đủ bệnh viện, trường học, nhà văn hóa, chợ... Gần khu du lịch, siêu thị...* Lô thứ hai diện tích 10005m2 (1000m2 thổ cư) giá 2tr5 /m2, lô đất vuông vức, MT đường nhựa lộ giới 20m, sát bên bệnh viện Củ Chi, uỷ ban nhân dân xã An Nhơn Tây. Trong vòng bán kính 1km đầy đủ tiện ích, dịch vụ.Vợ chồng cô hai cần bán không qua cò lái trung gian có thiện chí mua vợ chồng tôi sẽ bớt để lấy lộc làm ăn.Liên hệ: 0938.691.489 (vợ chồng cô hai).Chỉ tiếp người thiện chí. Xin cảm ơn.",4000.0,4040.0,Bán đất,"Đường An Lạc, Phường An Lạc, Bình Tân, Hồ Chí Minh",12.0,12.0,,-1,-1,-1,,Có sổ riêng,,,,10/11/2021,17/11/2021,29776463,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-duong-an-lac-phuong-an-lac-6/vo-chong-co-hai-can-ban-lo-cu-chi-mt-nhua-lien-ke-kcn-so-hong-rieng-pr29776463,Hồ Chí Minh,Quận Bình Tân
"Chính chủ cần bán căn hộ tầng trung, 186m2, full nội thất đẹp + bao phí sang tên - LH 0329674999",Tôi chính chủ cần bán căn hộ 186m2 - Tầng trung - Tòa A.Căn hộ của tôi gồm 4pn + 3Vs.Nội thất đầy đủ. Khách mua chỉ cần xách vali vào ở.Liên hệ xem nhà: 0329674999.,9100.0,186.0,Bán căn hộ chung cư,"Dự án Legend Tower 109 Nguyễn Tuân, Đường Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",,,Tây-Bắc,-1,4,3,Nội thất đầy đủ.,,The Legend Tower 109 Nguyễn Tuân,Công ty CP Đại Việt Trí Tuệ,Gồm 2 tòa nhà cao 30 tầng,06/11/2021,13/11/2021,29100967,4 PN,Đông-Nam,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-nhan-chinh-prj-the-legend-tower-109-nguyen-tuan/-chu-ban-tang-trung-186m2-full-noi-that-dep-bao-phi-sang-ten-lh-0329674999-pr29100967,Hà Nội,Quận Thanh Xuân
"Duy nhất bán căn shophouse gần căn góc bán bằng giá, vị trí đường lớn","Nhà phố shop house tuyệt đẹp, hot nhất tại Phú Quốc hiện tại.- Gần ga cáp treo, gần biển, đi bộ chỉ mất 5 đến 10 phút.- Sở hữu lâu dài, nhập được hộ khẩu (đất ở đô thị).- Diện tích đa dạng 90m2 - 105m2 - 120m2 - 160m2 - 300m2 - 400m2.- Xây dựng 5 tầng, phong cách địa Ý, tuyệt đẹp, tinh tế.Còn một số ít căn mặt tiền đường 36m hoặc gần biển.Liên hệ ngay để nhận thêm thông tin và ưu đãi tốt mùa dịch.-- Đầu tư một căn 120m2 xây.- Hoặc ngân hàng cho vay 24 tháng không lãi suất.",,125.0,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Sun Grand City New An Thới, Phú Quốc, Kiên Giang",10.0,30.0,,5,2,-1,,Sổ đỏ lâu dài,Sun Grand City New An Thới,Tập đoàn Sun Group,"862 căn nhà liền kề, shophouse",06/11/2021,13/11/2021,31319032,2 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-duong-dt-975-phuong-an-thoi_1-prj-sun-grand-city-new-an-thoi/duy-nhat-ban-can-shophouse-gan-can-goc-ban-bang-gia-vi-tri-lon-pr31319032,Kiên Giang,Thành phố Phú Quốc
Nhỉnh 3 tỷ nhà 50m2 cạnh Học Viện Y Học Cổ Truyền ngõ ô tô,"Nhỉnh 3 tỷ nhà 50m2 cạnh Học Viện Y Học Cổ Truyền ngõ ô tô.Nhà diện tích 50m2, ngõ ô tô tránh, nhà xây sẵn 3,5 tầng ô tô cách 30m.Nhà thoáng, rộng, ngõ dân cư sôi động, cạnh các trường ĐH.Cạnh khu biệt thự Làng Việt Kiều.",,50.0,Bán nhà riêng,"Đường An Hòa, Phường Mỗ Lao, Hà Đông, Hà Nội",5.0,3.0,,-1,-1,-1,,,,,,06/11/2021,13/11/2021,31319033,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-an-hoa-phuong-mo-lao/nhinh-3-ti-50m2-canh-hoc-vien-y-hoc-co-truyen-ngo-o-to-pr31319033,Hà Nội,Quận Hà Đông
"Chung cư Khương Đình - Thượng Đình gần Royal, 550tr/căn full đồ, sổ hồng vĩnh viễn","Chủ đầu tư trực tiếp bán chung cư Thượng Đình Royal, full đồ, tách sổ hồng vĩnh viễn.Liên hệ CĐT: 0785658886 (miễn môi giới).Vị trí chung cư thượng đình gần Royal City, Khương Đình, Vũ Tông Phan, Ngã Tư Sở, Nguyễn Trãi...Giá: 550 triệu - 750 triệu - 800 triệu - 900 triệu - 950 triệu - 1 tỷ - 1.05 tỷ - 1.310 tỷ / căn.Diện tích: 26 - 32 - 41 - 50 - 58 - 60 - 65m2, giá đã bao gồm phí VAT làm sổ.Thiết kế 1 - 2 - 3 phòng ngủ rộng và thoáng đẹp.Có tầng để xe máy, an ninh tốt, khu dân trí cao.Thang máy nhập khẩu tốc độ cao.Full nội thất: Sàn gỗ, tủ bếp, thiết bị WC nhập, giường tủ, bình nóng lạnh, truyền hình cáp, internet đầy đủ.Bảo vệ 24/24.Pháp lý đầy đủ, tách sổ hồng sở hữu cho từng căn theo nghị định 71 và 121 hướng dẫn làm sổ.",550.0,35.0,Bán căn hộ chung cư,"Đường Khương Đình, Phường Thượng Đình, Thanh Xuân, Hà Nội",,,,-1,-1,-1,"Full nội thất: Sàn gỗ, tủ bếp, thiết bị WC nhập, giường tủ, bình nóng lạnh, truyền hình cáp, internet đầy đủ.",Pháp lý đầy đủ,,,,06/11/2021,13/11/2021,30554734,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-khuong-dinh-phuong-thuong-dinh/-gan-roiyal-550tr-full-do-so-hong-vinh-vien-pr30554734,Hà Nội,Quận Thanh Xuân
"Siêu phẩm tòa CCMN vừa mới xây, full nội thất theo tiêu chuẩn khách sạn 3 sao, cách đại học CN 500m","Siêu phẩm tòa CCMN vừa mới xây, full nội thất theo tiêu chuẩn khách sạn 3 sao.Nhà mặt ngõ phố Nguyên Xá (Cách Đại Học Công Nghiệp 500m) hiện tại đang cho cty vận hành thuê tổng 108 triệu / tháng (nếu tự quản lý khai thác sẽ đạt 150tr/ tháng).Nhà lô góc, 4 mặt thoáng cực đẹp. Diện tích 142m2 x 7 tầng. Sổ đỏ chính chủ cất két sẵn sàng giao dịch.Hình ảnh thật 100%.Giá chỉ 19.5 tỷ.Lh 0942.598.898.",19500.0,142.0,Bán nhà riêng,"Đường Nguyên Xá, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",,,,7,-1,-1,Full nội thất như hình.,Sổ đỏ,,,,06/11/2021,13/11/2021,31202606,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-nguyen-xa-phuong-phuc-dien/-sieu-pham-ccmn-vua-moi-xay-full-noi-that-theo-tieu-chuan-khach-san-3-sao-cach-dai-hoc-cn-500m-pr31202606,Hà Nội,Quận Bắc Từ Liêm
"Đất thổ cư Bình Chiểu, TP Thủ Đức - 50m2 sau lưng chợ đầu mối Thủ Đức","Đất nền phân lô thổ cư 100%, diện tích 50m2 SHR.Đường nhựa 7m, 13m, điện nước âm, có vỉa hè.Vị trí: Hẻm 185, phường Bình Chiểu, TP Thủ Đức.Nằm sau chợ đầu mối, đường Ngô Chí Quốc đi vào.Giá bán: 2,4 tỷ/nền.Thành toán linh hoạt: Ngân hàng hỗ trợ cho vay 50%.Lãi suất 0% trong vòng 18 tháng.Hàng hiếm hoi mùa dịch, mua đầu tư lời ngay, ai có nhu cầu xin liên hệ Trực tiếp và dẫn đi xem đất: 0963434019 em Đông.Cam kết vị trí đẹp, bảo đảm đi xem là ưng ngay.",2400.0,50.0,Bán đất,"Hẻm 185, Phường Bình Chiểu, Thủ Đức, Hồ Chí Minh",4.0,13.0,,-1,-1,-1,,Sổ hồng riêng,,,,06/11/2021,13/11/2021,31319030,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-phuong-binh-chieu/-tho-cu-tp-thu-duc-50-m2-sau-lung-cho-dau-moi-thu-duc-pr31319030,Hồ Chí Minh,Thành phố Thủ Đức
"Bán nhà liền kề, shophouse Eurowindow Twin Parks, ngay cạnh Vinhomes Ocean Park - 75m2 - 7.1 tỷ","Mở bán dự án Eurowindow Twin Parks, ngay cạnh Vinhomes Ocean Park.Liền kề, shophouse, biệt thự giá tốt và tiềm năng tăng giá 20% ngay trong năm 2021.Vị trí: Trâu Quỳ, Gia Lâm, Hà Nội. Ngay cạnh Vinhomes Ocean Park. Đối diện Công viên và hồ điều hòa Gia Lâm. Cách trung tâm hành chính Gia Lâm 800M. Khu vực này được quy hoạch thành trung tâm Quận Gia Lâm trong tương lai.Kết nối giao thông thuận lợi, đường chia ô bàn cờ, mặt đường 30m. Dễ dàng tiếp cận Quốc Lộ 5A và Quốc Lộ 5B, nút giao Cổ Linh.Quy mô: 9.6ha. 275 căn nhà liền kề. 96 căn biệt thự.Khu đô thị đầy đủ chức năng với công viên, trường học, nhà để xe, bể bơi hiện đại.Nhịp tăng giá rõ ràng ngay trong năm 2021 và đầu năm 2022 khi trung tâm hành chính Gia Lâm đi vào hoạt động và khởi công Công viên và hồ điều hòa Gia Lâm.Kinh doanh sôi động. Tệp khách hàng lớn từ các tòa chung cư cao cấp phân khu Ocean View của Vinhomes Ocean Park cũng như cư dân nội khu và các khu vực lân cận.Nhà thầu Coteccons uy tín hàng đầu Việt Nam.Đặc biệt hiện tại chỉ cần thanh toán trước 10%, đây là cơ hội tốt để nâng cao tỷ suất lợi nhuận cho quý nhà đầu tư.Liền kề, shophouse điển hình: Diện tích 75 m2; xây dựng 58 m2; 5 tầng; Giá từ 7.1 tỷ.Biệt thự điển hình: Diện tích 192.5 m2; xây dựng 110 m2; 4 tầng; giá từ 17.3 tỷ.Liên hệ để nhận bảng giá quỹ căn tốt nhất: 0934.656.900.",7100.0,75.0,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Eurowindow Twin Parks, Đường Thành Trung, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",5.0,30.0,Đông-Nam,5,-1,-1,,Hợp đồng mua bán.,Eurowindow Twin Parks,Công ty CP Eurowindow Holding,"371 căn biệt thự, liền kề",06/11/2021,13/11/2021,31319031,,Đông-Nam,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-duong-thanh-trung-thi-tran-trau-quy-prj-eurowindow-twin-parks/ban-shophouse-ngay-canh-vinhomes-ocean-park-75m2-7-1-ty-pr31319031,Hà Nội,Huyện Gia Lâm
"Bán nhanh căn góc 100m2 - đã hoàn thiện - giá rẻ 6,8 tỷ, liên hệ 098299 6565","E bán căn góc 100m2 đã hoàn thiện 4 tầng đẹp tại Khu đô thị Sunny Garden City, Quốc Oai, Hà Nội.Giá bán nhanh trong tháng: 6,8 tỷ.Liên hệ 098 299 6565.",6980.0,100.0,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Sunny Garden City, Xã Sài Sơn, Quốc Oai, Hà Nội",,,,4,4,4,,,Sunny Garden City,Công ty CP Tập đoàn C.E.O,"500 căn hộ, 330 biệt thự",06/11/2021,13/11/2021,31315000,4 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-xa-sai-son/ban-nhanh-can-goc-100m2-da-hoan-thien-gia-re-6-8-ty-he-098299-6565-pr31315000,Hà Nội,Huyện Quốc Oai
Bán căn 4 phòng ngủ tại chung cư CT2 Xuân Phương Quốc Hội: 0932239065/0987675881,"Cần bán căn chung cư 4 phòng ngủ tại CT2 Xuân Phương quốc Hội.Diện tích: 156m2 gồm 4 phòng ngủ, 3 vệ sinh, 2 ban công.Đã có sổ đỏ.Giá: 2,8 tỷ.Khu đô thị CT2 Xuân phương Quốc hội mật độ dân cư thưa (6 căn/1 sàn).CT2 Xuân Phương Quốc Hội nằm ngay mặt đường Trần Hữu Dực nên thuận tiện giao thông, gần nhiều trường học, bệnh viện, siêu thị...Ai có nhu cầu xin liên hệ: 0932239065/0987675881.Ngoài căn 4 phòng ngủ còn có các căn diện tích 3 phòng ngủ, 2 phòng ngủ ở chung cư CT2 Xuân Phương Quốc Hội.Thu gọn.",2800.0,156.0,Bán căn hộ chung cư,"Dự án CT2 Xuân Phương, Đường Trần Hữu Dực, Phường Xuân Phương, Nam Từ Liêm, Hà Nội.",,,,-1,4,-1,,Có sổ.,CT2 Xuân Phương,Công ty CP Sông Đà 7,"21 tầng, 480 căn hộ",03/11/2021,10/11/2021,29987533,4 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-tran-huu-duc-phuong-xuan-phuong-prj-ct2-xuan-phuong/ban-4-phong-ngu-tai-quoc-hoi-0932239065-0987675881-pr29987533,Hà Nội,Quận Bắc Từ Liêm
"Bán đất Cotec Phú Xuân, Nhà Bè, dãy A7 DT 130m2 giá 32tr/m2. LH 0948999478","Đất dự án Cotec Phú Xuân, Nhà Bè. Dãy A7 diện tích 130m2, giá 32tr/m2. Vị trí đẹp ngay trung tâm hành chính huyện Nhà Bè, xung quanh nhiều tiện ích: Siêu thị, trường học, công viên, chợ,...Liên hệ 0948999478 - Diễm.",4160.0,130.0,Bán đất nền dự án (đất trong dự án quy hoạch),"Dự án Phú Xuân Cotec, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",,,,-1,-1,-1,,,Khu dân cư Phú Xuân,Công ty CP Đầu tư và Phát triển Nhà đất Cotec,"427 căn nhà liên kế, 210 căn biệt thự",06/11/2021,13/11/2021,31001563,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-nen-du-an-duong-huynh-tan-phat-xa-phu-xuan-prj-khu-dan-cu-phu-xuan/ban-cotec-nha-be-day-a7-dt-130m2-gia-33tr-m2-lh-0948999478-pr31001563,Hồ Chí Minh,Huyện Nhà Bè
"Bán nhanh 8,4ha mặt tiền đường kênh nước Hòa Thắng, gần trục chính 715 đi Bầu Trắng, giá tốt","8,4ha Hòa Thắng, mặt tiền đường kênh nước ô tô chạy thoải mái, gần QL1A.- Gần trục chính 715 đi hồ Bầu Trắng, biển Hòa Thắng, gần khu dân cư thị trấn Lương Sơn.- Phù hợp làm trang trại, homestay, nhà vườn, đầu tư giá còn rất rẻ.- Khu đất đẹp bằng phẳng. Sổ đỏ hàng chính chủ.- Giá rẻ 1,1 tỷ/ha phù hợp đầu tư.* LH: 0915077651. Lâm. Mua bán ký gửi giá tốt.",8800.0,84000.0,Bán đất,"Xã Hoà Thắng, Bắc Bình, Bình Thuận",,,,-1,-1,-1,,,,,,06/11/2021,13/11/2021,29759513,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-xa-hoa-thang-1/ban-nhanh-8-4ha-mat-tien-duong-kenh-nuoc-gan-truc-chinh-715-di-bau-trang-gia-tot-pr29759513,Bình Thuận,Huyện Bắc Bình
"Chỉ hơn 2tr/1m2 cần bán lô đất 3500m2 nằm tại Yên Bài Ba Vì Hà Nội, view núi đã có nhà sẵn","Bán đất tặng nhà 3500m2 thông Chóng Yên Bài Ba Vì. Đất nghỉ dưỡng Ba Vì.- Nằm tại thôn Chóng Yên Bài Ba Vì Hà Nội.- Diện tích 3500m2, 400m2 thổ cư, có sẵn nhà mới xây.- Mặt tiền cực rộng, có tường bao.- View cánh đồng view núi.- Có thể xây nhà nghỉ dưỡng đầu tư xây biệt thự..- Đường ô tô tránh nhau.- Mua ngay kẻo lỡ..Giá đất đang cực rẻ:Chỉ còn 2. Xtr/1m2.Sổ đỏ chính chủ bao sang tên nhanh gọn.Tien Mai Dreamland (Chuyendatnen).Luôn luôn chữ tín đi đầu.Tel/Zalo: 0586.22.9999.Chuyên đất nền Ba Vì, đất nghỉ dưỡng Ba Vì...Pháp lý: Sổ đỏ chính chủ!",,3500.0,Bán đất,"Xã Yên Bài, Ba Vì, Hà Nội",,,,-1,-1,-1,,Sổ đỏ/ Sổ hồng,,,,06/11/2021,16/11/2021,31319027,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-xa-yen-bai/chi-hon-2tr-1m2-can-ban-lo-3500m2-nam-tai-ba-vi-ha-noi-view-nui-da-co-nha-san-pr31319027,Hà Nội,Huyện Ba Vì
"Bán nhà mặt tiền khu vip đường Lê Thánh Tôn, Quận 1","Cần bán gấp nhà mặt tiền đường Lê Thánh Tôn P. Bến Nghé Q1, DT 4.8x15 kết cấu trệt 4 lầu, nhà đẹp vi trí đắc địa ngay khu phố Tokyo, chợ Bến Thành, trung tâm thương mại Vinhom và rất nhiều tiện ích khác, giá bán chỉ 70 tỷ, làm viêc chính chủ, LH 0919081972 gặp Dương Mạnh Thường Quân để xem nhà thực tế, thông tin chính xác.",70000.0,72.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh",,20.0,,5,-1,-1,,,,,,06/11/2021,14/11/2021,31319028,,Tây-Bắc,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-duong-le-thanh-ton-phuong-ben-nghe/ban-tien-khu-vip-quan-1-pr31319028,Hồ Chí Minh,Quận 1
"Bán căn hộ HQC Plaza giá 1.1tỷ, 2PN, 2WC đã có sổ hồng, tầng cao thấp đều có, ĐT 0909.456.158","Thông tin căn hộ bán HQ3, HQ 4 chung cư HQC Plaza.- Căn hộ mẫu D. Căn hộ bán nhà trống, không có nội thất.- Diện tích 55m2, có 2 phòng ngủ, 2 wc.- Căn hộ tầng 5,11,21,24... Có ban công.- Giá bán 1 tỷ 070 triệu/căn và 1.1 tỷ căn đã có sổ hồng riêng.- Vị trí gần chợ đầu mối, mặt tiền đường Nguyễn Văn Linh, tiện di chuyển các vùng xung quanh.Liên hệ: 0909 456 158 Mrs Thùy Dung hoặc nhadatcanhohcm.com",1100.0,55.0,Bán căn hộ chung cư,"Dự án HQC Plaza, Đường Nguyễn Văn Linh, Xã An Phú Tây, Bình Chánh, Hồ Chí Minh",,,,-1,2,2,,,HQC Plaza,Công ty CP Tư vấn -Thương mại - Dịch vụ Địa ốc Hoàng Quân,Gồm 04 block chung cư cao 23-24 tầng và 01 tầng lửng,06/11/2021,13/11/2021,23014509,2 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-an-phu-tay-prj-hqc-plaza/ban-gia-950-trieu-o-block-hq1-co-2pn-2wc-vao-o-ngay-nhin-xuong-boi-0909-456-158-pr23014509,Hồ Chí Minh,Quận Bình Tân
"Thu hồi vốn ra gấp căn 3PN DA Q7 Boulevard DT 73m2 view Phú Mỹ Hưng, bán giá HĐ, LH: 0906360234","Thu hồi vốn do không nhu cầu ở bán nhanh căn 3 phòng ngủ dự án Q3 Boulevard chuẩn bị nhận nhà. Bán giá hợp đồng. Căn B1.11 tầng đẹp.Diện tích 73m2 view Phú Mỹ Hưng tầng trung. Tôi mua đợt đầu được chính sách chiết khấu Y - Bác sĩ. Do kẹt tiền tôi cần nhượng lại cho anh chị giá hợp đồng.Tặng 1 năm phí quản lý, bàn giao full nội thất cao cấp.Anh chị quan tâm liên hệ Ms Nguyên 0906.360.234 (Call - Zalo - Viber) xem hợp đồng làm việc chính chủ.",3135.0,73.0,Bán căn hộ chung cư,"Dự án Q7 Boulevard, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,,,-1,3,-1,Bàn giao full nội thất cao cấp.,,Q7 Boulevard,Công ty CP Tập đoàn Hưng Thịnh,4 block cao 23 tầng,06/11/2021,13/11/2021,29258125,3 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-phu-my-9-prj-q7-boulevard/-tien-ban-3pn-du-an-dien-tich-73m2-view-hung-ban-gia-hd-lh-0906360234-pr29258125,Hồ Chí Minh,Quận 1
